#,,,0,,,,,
07NM2C2D,"9807,NVY,MESH,9820,SFD,7035,WB",,46,,,,,
07NM2C4,"9807,NAVY,MESH,9820,S.FD,8525",,41.5,,,,,
07NM2C6,"9807,NAVY,MESH,9820,S.FD,8511",,41,,,,,
07NM2C9,"9807,NAVY,MESH,9820,S.FD,7109",,45.8,,,,,
07NM2D0,"9807,NAVY,MESH,9820,G.FD,8501",,38,,,,,
07NM2D1,"9807,NAVY,MESH,9820,G.FD,7033",,43,,,,,
07NM2D3,"9807,NAVY,MESH,9820,G.FD,8519",,41.5,,,,,
07NM2D5,"9807,NAVY,MESH,9820,G.FD,8526",,41,,,,,
07NM2D8,"9807,NAVY,MESH,9820,G.FD,7105",,45.8,,,,,
07NM2E0,"9807,NAVY,MESH,9820,S.S,8501",,38,,,,,
07NM2S8,"9807,NAVY,MESH,9820,G.EAG,7105",,45.8,,,,,
07NM3C0,"9807,NAVY,MESH,9830,S.FD,8501",,38,,,,,
07NM3C2,"9807,NAVY,MESH,9830,S.FD,7035",,43,,,,,
07NM3C4,"9807,NAVY,MESH,9830,S.FD,8525",,41.5,,,,,
07NM3D3,"9807,NAVY,MESH,9830,G.FD,8519",,41.5,,,,,
07NM6D3,"9807,NAVY,MESH,63013,GFD,8519",,65.5,,,,,
07NM7D1,"9807,NAVY,MESH,6303,G.FD,7033",,56,,,,,
07NO2C0,"9807,NAVY,OPEN,9820,S.FD,8501",,39.5,,,,,
07NO2C0D,"9807,NVY,OPEN,9820,SFD,8501,WB",,42.5,,,,,
07NO2C2,"9807,NAVY,OPEN,9820,S.FD,7035",,44.5,,,,,
07NO2C9,"9807,NAVY,OPEN,9820,S.FD,7109",,47.3,,,,,
07NO2D0,"9807,NAVY,OPEN,9820,G.FD,8501",,39.5,,,,,
07NO2D1,"9807,NAVY,OPEN,9820,G.FD,7033",,44.5,,,,,
07NO2D8,"9807,NAVY,OPEN,9820,G.FD,7105",,47.3,,,,,
07NO3C0,"9807,NAVY,OPEN,9830,S.FD,8501",,39.5,,,,,
07NO3C2,"9807,NAVY,OPEN,9830,S.FD,7035",,44.5,,,,,
07NO3D0,"9807,NAVY,OPEN,9830,G.FD,8501",,39.5,,,,,
07NO6D0,"9807,NAVY,OPEN,63013,G.FD,8501",,63.5,,,,,
07NS2C0,"9807,NAVY,SAME,9820,S.FD,8501",,38,,,,,
07NS2C2,"9807,NAVY,SAME,9820,S.FD,7035",,43,,,,,
07NS2C4,"9807,NAVY,SAME,9820,S.FD,8525",,41.5,,,,,
07NS2C9,"9807,NAVY,SAME,9820,S.FD,7109",,45.8,,,,,
07NS2D0,"9807,NAVY,SAME,9820,G.FD,8501",,38,,,,,
07NS2D1,"9807,NAVY,SAME,9820,G.FD,7033",,43,,,,,
07NS2D3,"9807,NAVY,SAME,9820,G.FD,8519",,41.5,,,,,
07NS2D5,"9807,NAVY,SAME,9820,G.FD,8526",,41,,,,,
07NS2D8,"9807,NAVY,SAME,9820,G.FD,7105",,45.8,,,,,
07NS2G3,"9807,NAVY,SAME,9820,G.B,8519",,41.5,,,,,
07NS3B5,"9807,NAVY,SAME,9830,G.P,8526",,41,,,,,
07NS3C0,"9807,NAVY,SAME,9830,S.FD,8501",,38,,,,,
07NS3C2,"9807,NAVY,SAME,9830,S.FD,7035",,43,,,,,
07NS3C4,"9807,NAVY,SAME,9830,S.FD,8525",,41.5,,,,,
07NS3D0,"9807,NAVY,SAME,9830,S.FD,8501",,38,,,,,
07NS3D5,"9807,NAVY,SAME,9830,G.FD,8526",,41,,,,,
07NS6D1,"9807,NAVY,SAME,63013,G.FD,7033",,67,,,,,
07NS6D3,"9807,NAVY,SAME,63013,G.FD,8519",,65.5,,,,,
07NS7D0,"9807,NAVY,SAME,6303,G.FD,8501",,51,,,,,
07NS7D1,"9807,NAVY,SAME,6303,G.FD,7033",,56,,,,,
07NS8D0,"9807,NAVY,SAME,6309,G.FD,8501",,62,,,,,
07NS8D3,"9807,NAVY,SAME,6309,G.FD,8519",,65.5,,,,,
07NV2C0,"9807,NAVY,VELV,9820,S.FD,8501",,58,,,,,
07NV2C2,"9807,NAVY,VELV,9820,S.FD,7035",,63,,,,,
07NV2D1,"9807,NAVY,VELV,9820,G.FD,7033",,63,,,,,
07NV2D3,"9807,NAVY,VELV,9820,G.FD,8519",,61.5,,,,,
07NV2D8,"9807,NAVY,VELV,9820,G.FD,7105",,65.8,,,,,
07NV6D1,"9807,NAVY,VELV,63013,G.FD,7033",,87,,,,,
07NV6D3,"9807,NAVY,VELV,63013,G.FD,8519",,85.5,,,,,
07PB2C0,"9807,P & F,B.BRD,9820,SFD,8501",,41,,,,,
07PB2D0,"9807,P & F,B.BRD,9820,GFD,8501",,41,,,,,
07PS2C0,"9807,P & F,SAME,9820,S.FD,8501",,38,,,,,
07PS3C0,"9807,P & F,SAME,9830,S.FD,8501",,38,,,,,
08BB2A0,"9808,BLACK,B.BRD,9820,S.P,8501",,34.5,,,,,
08BB8B1,"9808,BLACK,B.BRD,6309,G.P,7033",,63.5,,,,,
08BM2A0,"9808,BLACK,MESH,9820,S.P,8501",,31.5,,,,,
08BM2A0-R,"9808,BLK,MESH,9820,SP,8501,2XB",,32.4,,,,,
08BM2B1,"9808,BLACK,MESH,9820,G.P,7033",,36.5,,,,,
08BM3A0,"9808,BLACK,MESH,9830,S.P,8501",,31.5,,,,,
08BM3A0D,"9808,BLK,MESH,9830,S.P,8501,WB",,34.5,,,,,
08BM3A2,"9808,BLACK,MESH,9830,S.P,7035",,36.5,,,,,
08BM3B0,"9808,BLACK,MESH,9830,G.P,8501",,31.5,,,,,
08BM3C0,"9808,BLACK,MESH,9830,S.FD,8501",,31.5,,,,,
08BM3H0,"9808,BLACK,MESH,9830,S.B,8501",,31.5,,,,,
08BM7B1,"9808,BLACK,MESH,6303,G.P,7033",,49.5,,,,,
08BM8B1,"9808,BLACK,MESH,6309,G.P,7033",,60.5,,,,,
08BM8B3,"9808,BLACK,MESH,6309,G.P,8519",,59,,,,,
08BM8F0C,"9808,BLK,MESH,6309,G.S,8501,3E",,56.7,,,,,
08BO2A0BC,"9808,BLK,OPEN,9820,SP,8501,B,3",,35.2,,,,,
08BO2A0C,"9808,BLK,OPEN,9820,S.P,8501,3E",,34.2,,,,,
08BO3A2,"9808,BLACK,OPEN,9830,S.P,7035",,38,,,,,
08BO3A6,"9808,BLACK,OPEN,9830,S.P,8511",,36,,,,,
08BO3B1,"9808,BLACK,OPEN,9830,G.P,7033",,38,,,,,
08BO4A0,"9808,BLACK,OPEN,9845,S.P,8501",,33,,,,,
08BO7B5,"9808,BLACK,OPEN,6303,G.P,8526",,49,,,,,
08BS2A0,"9808,BLACK,SAME,9820,S.P,8501",,31.5,,,,,
08BS2G0,"9808,BLACK,SAME,9820,G.B,8501",,31.5,,,,,
08BS3A2,"9808,BLACK,SAME,9830,S.P,7035",,36.5,,,,,
08BS3B3,"9808,BLACK,SAME,9830,G.P,8519",,35,,,,,
08BS3C0,"9808,BLACK,SAME,9830,S.FD,8501",,31.5,,,,,
08BS8B3,"9808,BLACK,SAME,6309,G.P,8519",,59,,,,,
08GM2B1D,"9808,W.GR,MESH,9820,GP,7033,WB",,39.5,,,,,
08GM3B8,"9808,WH.GRN,MESH,9830,G.P,7105",,39.3,,,,,
08GM3D8,"9808,W.GRN,MESH,9830,G.FD,7105",,39.3,,,,,
08GM6D1,"9808,W.GRN,MESH,63013,GFD,7033",,60.5,,,,,
08GM6D3,"9808,W.GRN,MESH,63013,GFD,8519",,59,,,,,
08GM7B5,"9808,W.GRN,MESH,6303,G.P,8526",,47.5,,,,,
08GO2B0,"9808,W.GRN,OPEN,9820,G.P,8501",,33,,,,,
08GS3D0,"9808,W.GRN,SAME,9830,G.FD,8501",,31.5,,,,,
08GV2D3,"9808,W.GRN,VELV,9820,G.FD,8519",,55,,,,,
08MM2A0,"9808,N.MESH,MESH,9820,S.P,8501",,31.5,,,,,
08MM2A2,"9808,N.MESH,MESH,9820,S.P,7035",,36.5,,,,,
08MM2A9,"9808,N.MESH,MESH,9820,S.P,7109",,39.3,,,,,
08MM2B1,"9808,N.MESH,MESH,9820,G.P,7033",,36.5,,,,,
08MM2B8,"9808,N.MESH,MESH,9820,G.P,7105",,39.3,,,,,
08MM3A0,"9808,N.MESH,MESH,9830,S.P,8501",,31.5,,,,,
08MM3A0D,"9808,N.MSH,MSH,9830,SP,8501,WB",,34.5,,,,,
08MM8B3,"9808,N.MESH,MESH,6309,G.P,8519",,59,,,,,
08MO2A0,"9808,N.MESH,OPEN,9820,S.P,8501",,33,,,,,
08MO8B8,"9808,N.MESH,OPEN,6309,G.P,7105",,64.8,,,,,
08NB2A0,"9808,NAVY,B.BRD,9820,S.P,8501",,34.5,,,,,
08NB2A2,"9808,NAVY,B.BRD,9820,S.P,7035",,39.5,,,,,
08NB2B0,"9808,NAVY,B.BRD,9820,G.P,8501",,34.5,,,,,
08NB2B5,"9808,NAVY,B.BRD,9820,G.P,8526",,37.5,,,,,
08NB3A2C,"9808,NVY,B.BR,9830,S.P,7035,3E",,40.7,,,,,
08NB4A2,"9808,NAVY,B.BRD,9845,S.P,7035",,39.5,,,,,
08NB7B5,"9808,NAVY,B.BRD,6303,G.P,8526",,50.5,,,,,
08NB8B3,"9808,NAVY,B.BRD,6309,G.P,8519",,62,,,,,
08NB9A4,"9808,NAVY,B.BRD,6307,S.P,8525",,62,,,,,
08NM2A0,"9808,NAVY,MESH,9820,S.P,8501",,31.5,,,,,
08NM2A0-R,"9808,NVY,MESH,9820,SP,8501,2XB",,32.4,,,,,
08NM2A2,"9808,NAVY,MESH,9820,S.P,7035",,36.5,,,,,
08NM2A2C,"9808,NAVY,MESH,9820,SP,7035,3E",,37.7,,,,,
08NM2A9,"9808,NAVY,MESH,9820,S.P,7109",,39.3,,,,,
08NM2B0,"9808,NAVY,MESH,9820,G.P,8501",,31.5,,,,,
08NM2B1,"9808,NAVY,MESH,9820,G.P,7033",,36.5,,,,,
08NM2B3C,"9808,NAVY,MESH,9820,GP,8519,3E",,36.2,,,,,
08NM2B8,"9808,NAVY,MESH,9820,G.P,7105",,39.3,,,,,
08NM2C0,"9808,NAVY,MESH,9820,S.FD,8501",,31.5,,,,,
08NM2C2,"9808,NAVY,MESH,9820,S.FD,7035",,36.5,,,,,
08NM3A0,"9808,NAVY,MESH,9830,S.P,8501",,31.5,,,,,
08NM3A0C,"9808,NAVY,MESH,9830,SP,8501,3E",,32.7,,,,,
08NM3A0D,"9808,NAVY,MESH,9830,SP,8501,WB",,34.5,,,,,
08NM3A2,"9808,NAVY,MESH,9830,S.P,7035",,36.5,,,,,
08NM3A2BD,"9808,NAVY,MESH,9830,SP,7035,BW",,40.5,,,,,
08NM3A4,"9808,NAVY,MESH,9830,S.P,8525",,35,,,,,
08NM3A6,"9808,NAVY,MESH,9830,S.P,8511",,34.5,,,,,
08NM3A9,"9808,NAVY,MESH,9830,S.P,7109",,39.3,,,,,
08NM3A9BD,"9808,NAVY,MESH,9830,SP,7109,BW",,43.3,,,,,
08NM3B0,"9808,NAVY,MESH,9830,G.P,8501",,31.5,,,,,
08NM3B0C,"9808,NAVY,MESH,9830,GP,8501,3E",,32.7,,,,,
08NM3B1,"9808,NAVY,MESH,9830,G.P,7033",,36.5,,,,,
08NM3B5,"9808,NAVY,MESH,9830,G.P,8526",,34,,,,,
08NM3C0,"9808,NAVY,MESH,9830,S.FD,8501",,31.5,,,,,
08NM3C2,"9808,NAVY,MESH,9830,S.FD,7035",,36.5,,,,,
08NM3E0,"9808,NAVY,MESH,9830,S.S,8501",,31.5,,,,,
08NM4A0,"9808,NAVY,MESH,9845,S.P,8501",,31.5,,,,,
08NM4A0C,"9808,NAVY,MESH,9845,SP,8501,3E",,32.7,,,,,
08NM4B3,"9808,NAVY,MESH,9845,G.P,8519",,35,,,,,
08NM4H2C,"9808,NAVY,MESH,9845,SB,7035,3E",,37.7,,,,,
08NM5A0,"9808,NAVY,MESH,9850,S.P,8501",,31.5,,,,,
08NM5B3,"9808,NAVY,MESH,9850,G.P,8519",,35,,,,,
08NM6D3,"9808,NAVY,MESH,63013,G.FD,8519",,59,,,,,
08NM7B0,"9808,NAVY,MESH,6303,G.P,8501",,44.5,,,,,
08NM7B0C,"9808,NAVY,MESH,6303,GP,8501,3E",,45.7,,,,,
08NM7B1,"9808,NAVY,MESH,6303,G.P,7033",,49.5,,,,,
08NM7B5,"9808,NAVY,MESH,6303,G.P,8526",,47.5,,,,,
08NM7B8,"9808,NAVY,MESH,6303,G.P,7105",,52.3,,,,,
08NM8B0,"9808,NAVY,MESH,6309,G.P,8501",,55.5,,,,,
08NM8B0D,"9808,NAVY,MESH,6309,GP,8501,WB",,58.5,,,,,
08NM8B3,"9808,NAVY,MESH,6309,G.P,8519",,59,,,,,
08NM8B3C,"9808,NAVY,MESH,6309,GP,8519,3E",,60.2,,,,,
08NO2A0,"9808,NAVY,OPEN,9820,S.P,8501",,33,,,,,
